School Name,School_Links,Email
港澳信義會小學,https://www.schooland.hk/ps/hkmlcps,info@hkmlcps.edu.hk
港澳信義會明道小學,https://www.schooland.hk/ps/hkmlc-mtps,mtps@hkmlc-mtps.edu.hk
黃陳淑英紀念學校,https://www.schooland.hk/ps/wcsy,hkmlc@wcsy.edu.hk
滬江小學,https://www.schooland.hk/ps/sap,sap-mail@sap.edu.hk
滬江維多利亞學校,https://www.schooland.hk/ps/vsa,vpadmin@vsa.edu.hk
漢師德萃學校,https://www.schooland.hk/ps/vnsaa,info@sthilarys.edu.hk
漢華中學(小學部),https://www.schooland.hk/ps/honwah,info@honwah.edu.hk
漢鼎書院,https://www.schooland.hk/ps/han,admission@hanacademy.edu.hk
潮陽百欣小學,https://www.schooland.hk/ps/cypy,mail@cypy.edu.hk
激活英文小學,https://www.schooland.hk/ps/gigamind,info@gigamind.edu.hk
獅子會何德心小學,https://www.schooland.hk/ps/htsps,info@htsps.edu.hk
獻主會小學,https://www.schooland.hk/ps/ops,info@ops.edu.hk
獻主會溥仁小學,https://www.schooland.hk/ps/poyan,poyan@poyan.edu.hk
獻主會聖馬善樂小學,https://www.schooland.hk/ps/semops,info@semops.edu.hk
玫瑰崗學校(小學部),https://www.schooland.hk/ps/rhsps,primaryadmin@rosaryhill.org
玫瑰蕾小學,https://www.schooland.hk/ps/rosebud,register@rosebud.edu.hk
瑪利曼小學,https://www.schooland.hk/ps/mps,mps@mps.edu.hk
瑪利諾修院學校(小學部),https://www.schooland.hk/ps/mcsps,mcs_gen_office3@classroom.mcsps.edu.hk
瑪利諾神父教會學校(小學部),https://www.schooland.hk/ps/mfpps,mfsp.info@gmail.com
番禺會所華仁小學,https://www.schooland.hk/ps/puawyps,school@puwy.edu.hk
百卉九江書院,https://www.schooland.hk/ps/bloom,admin@bloom.edu.hk
真鐸學校,https://www.schooland.hk/ps/cts,info@cts.edu.hk
石湖墟公立學校,https://www.schooland.hk/ps/swhps,swhps@swhps.edu.hk
石籬天主教小學,https://www.schooland.hk/ps/sheklei,sheklei@sheklei.edu.hk
石籬聖若望天主教小學,https://www.schooland.hk/ps/slsj,slsj@slsj.edu.hk
示昕學校,https://www.schooland.hk/ps/shema,info@shema.edu.hk
祖堯天主教小學,https://www.schooland.hk/ps/choyiu,info@cycps.edu.hk
神召會德萃書院(小學部),https://www.schooland.hk/ps/aogsthilarys,info@sthilarys.edu.hk
神召第一小學,https://www.schooland.hk/ps/faogps,info@faogagp.edu.hk
福建中學附屬學校,https://www.schooland.hk/ps/fssas,info@fssas.edu.hk
福德學校,https://www.schooland.hk/ps/bfordms,info@bfordms.edu.hk
福德學社小學,https://www.schooland.hk/ps/shantsui,school@ftesps.edu.hk
福榮街官立小學,https://www.schooland.hk/ps/fwsgps,fwsgps@edb.gov.hk
秀明小學,https://www.schooland.hk/ps/saumingps,smpsmail@gmail.com
秀茂坪天主教小學,https://www.schooland.hk/ps/smpcps,sams@smpcps.edu.hk
筲箕灣官立小學,https://www.schooland.hk/ps/skwgps,skwgps@edb.gov.hk
筲箕灣崇真學校,https://www.schooland.hk/ps/skwtts,info@skwtts.edu.hk
粉嶺公立學校,https://www.schooland.hk/ps/flp,office@flp.edu.hk
粉嶺官立小學,https://www.schooland.hk/ps/fgps,fgpsa@edb.gov.hk
耀山學校,https://www.schooland.hk/ps/iushan,iushan@iushan.edu.hk
聖三一堂小學,https://www.schooland.hk/ps/htps,htps@htps.edu.hk
聖伯多祿天主教小學,https://www.schooland.hk/ps/spcps,enquiry@spcps.edu.hk
聖保祿天主教小學,https://www.schooland.hk/ps/sppcs,info@sppcs.edu.hk
聖保祿學校(小學部),https://www.schooland.hk/ps/spcspr,corr@spcspr.edu.hk
聖保羅書院小學,https://www.schooland.hk/ps/spc-ps,office@spc-ps.edu.hk
聖保羅男女中學附屬小學,https://www.schooland.hk/ps/spccps,spccps@ps.spcc.edu.hk
聖公會主恩小學,https://www.schooland.hk/ps/chuyan,info@chuyan.edu.hk
聖公會主愛小學,https://www.schooland.hk/ps/chuoi,email@chuoi.edu.hk
聖公會主愛小學(梨木樹),https://www.schooland.hk/ps/chuoi-lms,chuoi@chuoi-lms.edu.hk
聖公會主風小學,https://www.schooland.hk/ps/skhhsst,info@skhhsps.edu.hk
聖公會九龍灣基樂小學,https://www.schooland.hk/ps/kbkeilok,kbkeilok@kbkeilok.edu.hk
聖公會仁立小學,https://www.schooland.hk/ps/yanlaap,ylp-mail@yanlaap.edu.hk
聖公會仁立紀念小學,https://www.schooland.hk/ps/ylm,mail@ylm.edu.hk
聖公會何澤芸小學,https://www.schooland.hk/ps/skhhcw,info@skhhcw.edu.hk
聖公會偉倫小學,https://www.schooland.hk/ps/skhweilun,skhweilun@skhweilun.edu.hk
聖公會呂明才紀念小學,https://www.schooland.hk/ps/skhlmcmps,skhlmcmps.info@gmail.com
聖公會嘉福榮真小學,https://www.schooland.hk/ps/skhkfwc,admin@skhkfwc.edu.hk
聖公會基德小學,https://www.schooland.hk/ps/skhkt,skhkt@skhkt.edu.hk
聖公會基恩小學,https://www.schooland.hk/ps/skhkyps,Info@skhkyps.edu.hk
聖公會基愛小學,https://www.schooland.hk/ps/keioi,info@keioi.edu.hk
聖公會基榮小學,https://www.schooland.hk/ps/skhkwps,info@skhkwps.edu.hk
聖公會基樂小學,https://www.schooland.hk/ps/keilok,info@skhklps.edu.hk
聖公會基福小學,https://www.schooland.hk/ps/keifook,info@keifook.edu.hk
聖公會基顯小學,https://www.schooland.hk/ps/skhkeihin,keihin@skhkeihin.edu.hk
聖公會天水圍靈愛小學,https://www.schooland.hk/ps/skhtswlo,info@skhtswlo.edu.hk
聖公會奉基千禧小學,https://www.schooland.hk/ps/fkmps,fkmps@fkmps.edu.hk
聖公會奉基小學,https://www.schooland.hk/ps/fungkei,fungkei@fungkei.edu.hk
聖公會將軍澳基德小學,https://www.schooland.hk/ps/tkokt,tkokt@tkokt.edu.hk
聖公會德田李兆強小學,https://www.schooland.hk/ps/skhttlsk,info@skhttlsk.edu.hk
聖公會日修小學,https://www.schooland.hk/ps/yatsau,
聖公會李兆強小學,https://www.schooland.hk/ps/skhlsk,info@skhlsk.edu.hk
聖公會柴灣聖米迦勒小學,https://www.schooland.hk/ps/skhcwsms,info@skhcwsms.edu.hk
聖公會榮真小學,https://www.schooland.hk/ps/skhwc,skhwc@eservices.hkedcity.net
聖公會油塘基顯小學,https://www.schooland.hk/ps/skhykh,ykh@skhykh.edu.hk
聖公會牧愛小學,https://www.schooland.hk/ps/gsps,info@gsps.edu.hk
聖公會田灣始南小學,https://www.schooland.hk/ps/tcn,skhtwcn_mail@yahoo.com.hk
聖公會置富始南小學,https://www.schooland.hk/ps/skhcfcn,skhcfcn1957@gmail.com
聖公會聖匠小學,https://www.schooland.hk/ps/hcps,hcps1974@gmail.com
聖公會聖十架小學,https://www.schooland.hk/ps/skhhc,info@skhhcps.edu.hk
聖公會聖多馬小學,https://www.schooland.hk/ps/skhstthomas,info@skhstthomas.edu.hk
聖公會聖安德烈小學,https://www.schooland.hk/ps/skhstandrews,andrew@skhstandrews.edu.hk
聖公會聖彼得小學,https://www.schooland.hk/ps/spps,info@spps.edu.hk
聖公會聖提摩太小學,https://www.schooland.hk/ps/stps,mail@stps.edu.hk
聖公會聖米迦勒小學,https://www.schooland.hk/ps/skhsms,info@skhsms.edu.hk
聖公會聖紀文小學,https://www.schooland.hk/ps/skhscps,info@skhscps.edu.hk
聖公會聖約瑟小學,https://www.schooland.hk/ps/skhstjoseph,welcome@skhsjs.edu.hk
聖公會聖約翰曾肇添小學,https://www.schooland.hk/ps/skhstjohn,info@skhsjtst.edu.hk
聖公會聖雅各小學,https://www.schooland.hk/ps/skhstjames,skhsjps@yahoo.com.hk
聖公會聖馬太小學,https://www.schooland.hk/ps/stmatthew,info@stmatthew.edu.hk
聖公會蒙恩小學,https://www.schooland.hk/ps/skhmungyanps,skhmungyan@gmail.com
聖公會阮鄭夢芹小學,https://www.schooland.hk/ps/skhycmcps,info@skhycmcps.edu.hk
聖公會阮鄭夢芹銀禧小學,https://www.schooland.hk/ps/skhycmcj,info@skhycmcj.edu.hk
聖公會靈愛小學,https://www.schooland.hk/ps/lingoi,info@lingoi.edu.hk
聖公會青衣主恩小學,https://www.schooland.hk/ps/tycy,info@tycy.edu.hk
聖公會青衣邨何澤芸小學,https://www.schooland.hk/ps/tyehcwps,info@tyehcw.edu.hk
聖公會靜山小學,https://www.schooland.hk/ps/skhcs,
聖公會馬鞍山主風小學,https://www.schooland.hk/ps/skhmoshs,info@skhmoshs.edu.hk
聖博德天主教小學,https://www.schooland.hk/ps/spcpspkv,spcps001@spcpspkv.edu.hk
聖博德學校,https://www.schooland.hk/ps/sps,email@sps.edu.hk
聖嘉勒小學,https://www.schooland.hk/ps/scps,info@scps.edu.hk
聖嘉祿學校,https://www.schooland.hk/ps/stcharles,stcharles@mail.stcharles.edu.hk
聖士提反女子中學附屬小學,https://www.schooland.hk/ps/ssgps,info@ssgps.edu.hk
聖士提反書院附屬小學,https://www.schooland.hk/ps/sscps,info@sscps.edu.hk
聖安多尼學校,https://www.schooland.hk/ps/stanthonys,stanthonys@stanthonys.edu.hk
聖安當小學,https://www.schooland.hk/ps/saps,info@saps.edu.hk
聖家學校,https://www.schooland.hk/ps/holyfamily,holyfamilyhk@gmail.com
聖愛德華天主教小學,https://www.schooland.hk/ps/stedward,stedwardcps@stedward.edu.hk
聖文德天主教小學,https://www.schooland.hk/ps/sbcps,sch@sbcps.edu.hk
聖方濟各英文小學,https://www.schooland.hk/ps/sfaeps,enquiry@sfaeps.edu.hk
聖方濟愛德小學,https://www.schooland.hk/ps/sfacs,info@sfacs.edu.hk
聖母小學,https://www.schooland.hk/ps/olps,admin@olps.edu.hk
聖母無玷聖心學校,https://www.schooland.hk/ps/ihms,info@ihms.edu.hk
聖瑪加利男女英文中小學,https://www.schooland.hk/ps/smcesps,enquiry@smcesps.edu.hk
聖羅撒學校,https://www.schooland.hk/ps/srols,info@goo.srols.edu.hk
聖若望英文書院(小學部),https://www.schooland.hk/ps/sjcps,pri@st-johannes.edu.hk
聖若瑟小學,https://www.schooland.hk/ps/sjps,office@sjps.edu.hk
聖若瑟英文小學,https://www.schooland.hk/ps/sjacps,info@sjacps.edu.hk
聖若翰天主教小學,https://www.schooland.hk/ps/sjbcps,info@sjbcps.edu.hk
聖類斯中學(小學部),https://www.schooland.hk/ps/stlouisps,info@stlouisps.edu.hk
聖馬可小學,https://www.schooland.hk/ps/stmarks,
育賢學校,https://www.schooland.hk/ps/yukyin,yyswd86@yahoo.com.hk
胡素貞博士紀念學校,https://www.schooland.hk/ps/dcfwms,info@dcfwms.edu.hk
般咸道官立小學,https://www.schooland.hk/ps/brgps,brgps@edb.gov.hk
花園華德福學校,https://www.schooland.hk/ps/ghws,info@gardenhouse.edu.hk
英皇書院同學會小學,https://www.schooland.hk/ps/kcobaps1,info@kcobaps1.edu.hk
英皇書院同學會小學第二校,https://www.schooland.hk/ps/kcobaps2,office@kcobaps2.edu.hk
英華小學,https://www.schooland.hk/ps/yingwaps,school@yingwa.hk
英藝英文小學,https://www.schooland.hk/ps/zenith,zenithsw@zenith.edu.hk
荃灣公立何傳耀紀念小學,https://www.schooland.hk/ps/twpsch,twpmail@twpsch.edu.hk
荃灣商會學校,https://www.schooland.hk/ps/twtaps,schoolmail@twtaps.edu.hk
荃灣天主教小學,https://www.schooland.hk/ps/twcps,info@twcps.edu.hk
荃灣官立小學,https://www.schooland.hk/ps/twgps,twgps@edb.gov.hk
荃灣潮州公學,https://www.schooland.hk/ps/twccps,info@twccps.edu.hk
荔枝角天主教小學,https://www.schooland.hk/ps/lcps,info@lcps.edu.hk
華富邨寶血小學,https://www.schooland.hk/ps/pbpswfe,info@pbps.edu.hk
華德學校,https://www.schooland.hk/ps/bishopwalsh,info@bishopwalsh.edu.hk
葛量洪校友會黃埔學校,https://www.schooland.hk/ps/gcewps,info@gcewps.edu.hk
藍田循道衞理小學,https://www.schooland.hk/ps/ltmps,info@ltmps.edu.hk
蘇浙小學,https://www.schooland.hk/ps/kcps2,enquiry@kcs.edu.hk
李少欽紀念學校,https://www.schooland.hk/ps/lsy,info@lsy.edu.hk
西貢崇真天主教學校小學部,https://www.schooland.hk/ps/stcps,sst-stcps@smallcampus.net
觀塘官立小學,https://www.schooland.hk/ps/ktgps,ktgps@edb.gov.hk
觀塘官立小學(秀明道),https://www.schooland.hk/ps/ktgps-smr,ktgpssmr@edb.gov.hk
路德會呂祥光小學,https://www.schooland.hk/ps/lckps,info@lckps.edu.hk
路德會梁鉅鏐小學,https://www.schooland.hk/ps/lkklps,lkklps@eservices.hkedcity.net
路德會沙崙學校,https://www.schooland.hk/ps/sharonlu,sharon@sharonlu.edu.hk
路德會聖十架學校,https://www.schooland.hk/ps/hcls,hcls@hcls.edu.hk
路德會聖馬太學校(秀茂坪),https://www.schooland.hk/ps/smssmp,school@smssmp.edu.hk
軒尼詩道官立小學,https://www.schooland.hk/ps/hrgpsam,support@hrgps.edu.hk
軒尼詩道官立小學(銅鑼灣),https://www.schooland.hk/ps/hrgpspm,hrgpscwb@edb.gov.hk
農圃道官立小學,https://www.schooland.hk/ps/frgps,frgpsam@edb.gov.hk
迦密愛禮信小學,https://www.schooland.hk/ps/calps,info@calps.edu.hk
迦密梁省德學校,https://www.schooland.hk/ps/clst,office@clst.edu.hk
通德學校,https://www.schooland.hk/ps/ttsch,tungtak@ttsch.edu.hk
道教青松小學,https://www.schooland.hk/ps/tccps,email@tccps.edu.hk
道教青松小學(湖景邨),https://www.schooland.hk/ps/tccpswke,office@tccpswke.edu.hk
郭怡雅神父紀念學校,https://www.schooland.hk/ps/fcms,fcms01@fcms.edu.hk
鄉師自然學校,https://www.schooland.hk/ps/gaia,rtcgaiaschool@gmail.com
金巴崙長老會耀道小學,https://www.schooland.hk/ps/cpcyd,info@cpcyd.edu.hk
金錢村何東學校,https://www.schooland.hk/ps/ktvhts,info@ktvhts.edu.hk
銀礦灣學校,https://www.schooland.hk/ps/silverminebayschool,office@silverminebayschool.edu.hk
錦田公立蒙養學校,https://www.schooland.hk/ps/ktmy,ktmy@ktmy.edu.hk
鐘聲學校,https://www.schooland.hk/ps/chungsing,css_info@chungsing.edu.hk
長沙灣天主教小學,https://www.schooland.hk/ps/paktin,csw@cswcps.edu.hk
長洲聖心學校,https://www.schooland.hk/ps/ccshs,ccshs@ccshs.edu.hk
閩僑小學,https://www.schooland.hk/ps/mkaps,mkaps@mkaps.edu.hk
陳瑞祺(喇沙)小學,https://www.schooland.hk/ps/cskps,info@cskps.edu.hk
靈光小學,https://www.schooland.hk/ps/emm,info2us@emm.edu.hk
靈糧堂秀德小學,https://www.schooland.hk/ps/llcst,school@llcst.edu.hk
青山天主教小學,https://www.schooland.hk/ps/cpcps,wd@cpcps.mysch.net
青松侯寶垣小學,https://www.schooland.hk/ps/cchpwps,cchpwps@yahoo.com.hk
青衣商會小學,https://www.schooland.hk/ps/tytaps,tytaps@gmail.com
順德聯誼總會伍冕端小學,https://www.schooland.hk/ps/stfawmtps,stfawmtps@eservices.hkedcity.net
順德聯誼總會何日東小學,https://www.schooland.hk/ps/hytps,hytps@hytps.edu.hk
順德聯誼總會李金小學,https://www.schooland.hk/ps/leekamps,email@leekamps.edu.hk
順德聯誼總會梁潔華小學,https://www.schooland.hk/ps/lkw,stfalkwps@lkw.edu.hk
胡少渠紀念小學,https://www.schooland.hk/ps/wsk,info@wsk.edu.hk
香島華德福學校,https://www.schooland.hk/ps/iwshk,info@iws.edu.hk
香島道官立小學,https://www.schooland.hk/ps/irgps,service@irgps.edu.hk
佛教正慧小學,https://www.schooland.hk/ps/wisdom,school@wisdom.edu.hk
佛教正覺蓮社學校,https://www.schooland.hk/ps/bcklas,bcklasa@yahoo.com.hk
佛教陳式宏學校,https://www.schooland.hk/ps/bcsw,school@bcsw.edu.hk
佛教黃藻森學校,https://www.schooland.hk/ps/bwcss,info@bwcss.edu.hk
丘佐榮學校,https://www.schooland.hk/ps/hkcwc-htyps,info@hkcwc-htyps.edu.hk
張煊昌學校,https://www.schooland.hk/ps/tcps,info@tcps.edu.hk
台山陳元喜小學,https://www.schooland.hk/ps/catshcc,mail@catshcc.edu.hk
宣道會陳元喜小學,https://www.schooland.hk/ps/cahcc,mail@cahcc.edu.hk
香港仔聖伯多祿天主教小學,https://www.schooland.hk/ps/aspcps,info.spcps@gmail.com
香港南區官立小學,https://www.schooland.hk/ps/hksdgps,hksdgps@edb.gov.hk
香港嘉諾撒學校,https://www.schooland.hk/ps/canossahk,canossahk@gmail.com
香港四邑商工總會新會商會學校,https://www.schooland.hk/ps/sycias,info@sycias.edu.hk
香港培正小學,https://www.schooland.hk/ps/pcps,puiching@pcps.edu.hk
香港培道小學,https://www.schooland.hk/ps/ptps,infosch@ptps.edu.hk
香港墨爾文國際學校,https://www.schooland.hk/ps/malvern,info@malverncollege.org.hk
香港威雅學校,https://www.schooland.hk/ps/wycombeabbey,enquiries@was.edu.hk
香港復臨學校,https://www.schooland.hk/ps/hkaa,info@hkaa.edu.hk
香港教育大學賽馬會小學,https://www.schooland.hk/ps/iedjcps,admin@edujcps.edu.hk
黃楚標學校,https://www.schooland.hk/ps/hkfewwcb,head@hkfewwcb.edu.hk
香港普通話研習社科技創意小學,https://www.schooland.hk/ps/xpypssc,info@xpypssc.edu.hk
香港浸信會聯會小學,https://www.schooland.hk/ps/hkbcps,school@hkbcps.edu.hk
王錦輝中小學,https://www.schooland.hk/ps/hkbuas,a-school-ps@hkbuas.edu.hk
香港潮商學校,https://www.schooland.hk/ps/csshk,info@csshk.edu.hk
香港潮陽小學,https://www.schooland.hk/ps/cyps,cyps_mail@yahoo.com.hk
香港真光中學小學部,https://www.schooland.hk/ps/tlmshkps,enquiry@tlmshkps.edu.hk
香港紅卍字會屯門卍慈小學,https://www.schooland.hk/ps/hkrsstmps,mail@hkrsstmps.edu.hk
真道書院,https://www.schooland.hk/ps/logosacademy,info@logosacademy.edu.hk
香港路德會增城兆霖學校,https://www.schooland.hk/ps/ltssls,info@siuleunsch.edu.hk
圓玄學院石圍角小學,https://www.schooland.hk/ps/swk,swk@mail.swk.edu.hk
陳呂重德紀念學校,https://www.schooland.hk/ps/clcts,mail@clcts.edu.hk
香港道教聯合會純陽小學,https://www.schooland.hk/ps/syps,syps@syps.edu.hk
吳禮和紀念學校,https://www.schooland.hk/ps/nlw,mail@nlw.edu.hk
香港道教聯合會雲泉學校,https://www.schooland.hk/ps/hktawts,hktawts@hktawts.edu.hk
香港道爾頓學校,https://www.schooland.hk/ps/dshk,info@dshk.edu.hk
香港青年協會李兆基小學,https://www.schooland.hk/ps/lskps,lskps@hkfyg.org.hk
馬鞍山循道衞理小學,https://www.schooland.hk/ps/mosmps,mail@mosmps.edu.hk
馬鞍山聖若瑟小學,https://www.schooland.hk/ps/mossjps,info@mossjps.edu.hk
馬鞍山靈糧小學,https://www.schooland.hk/ps/moslingliang,school@moslingliang.edu.hk
馬頭涌官立小學,https://www.schooland.hk/ps/mtcgps,mtcgps@edb.gov.hk
馬頭涌官立小學(紅磡灣),https://www.schooland.hk/ps/mtchhb,mail@mtchhb.edu.hk
高主教書院小學部,https://www.schooland.hk/ps/rcps,rcps@raimondi.edu.hk
鮮魚行學校,https://www.schooland.hk/ps/ffts,ffts@ffts.edu.hk
鳳溪創新小學,https://www.schooland.hk/ps/fkis,info@fkis.edu.hk
鳳溪廖潤琛紀念學校,https://www.schooland.hk/ps/fklysms,lys@fklys.edu.hk
鳳溪第一小學,https://www.schooland.hk/ps/fungkai,info@fk1ps.edu.hk
鴨脷洲街坊學校,https://www.schooland.hk/ps/akps,akps@akps.edu.hk
黃埔宣道小學,https://www.schooland.hk/ps/apsw,info@apsw.edu.hk
黃大仙天主教小學,https://www.schooland.hk/ps/wtscps,mail@e-wong.edu.hk
黃大仙官立小學,https://www.schooland.hk/ps/wtsgps,wtsgps@edb.gov.hk
